Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.08177084,0.19496167,5.9088936,-0.030524144,0.000151072,0.015424728,-12.254773,51.94723,5.288603,-4.509125,0.0,0.0,0.0,0.0,0.0,0.0,1149.9805,855.9406,-201.0,1791.6846,1270.2181,-201.0,3103.032,1068.4598,-201.0
0.078827545,0.17931123,5.155109,-0.038216025,0.001601101,0.0124358535,-12.726546,49.71757,6.324234,-1.1781671,0.0,0.0,0.0,0.0,0.0,0.0,1060.8364,951.38324,-201.0,1802.2865,1081.8755,-201.0,3094.261,944.0835,-201.0
0.07410104,-1.1908945,6.1310782,-0.059959035,0.0007008176,0.012396929,-12.141665,48.52663,6.1661263,0.9423712,0.0,0.0,0.0,0.0,0.0,0.0,1022.9199,875.8378,-201.0,1832.6846,1105.8436,-201.0,3097.7285,945.5383,-201.0
0.068531916,-2.4071157,7.796288,-0.062486645,0.0008600911,0.011120398,-10.4765215,46.249943,3.8917148,3.3941002,0.0,0.0,0.0,0.0,0.0,0.0,903.25214,899.98895,-201.0,1977.152,1089.4415,-201.0,3050.4094,1110.2086,-201.0
0.059480753,-3.039148,8.506304,-0.06674275,0.00053153886,0.009868349,-9.011859,41.274364,1.350901,3.454507,0.0,0.0,0.0,0.0,0.0,0.0,1271.3344,808.2578,-201.0,2117.5256,1307.5674,-201.0,3450.79,1153.6346,-201.0
0.05177663,-2.978962,7.931521,-0.03748643,0.00186289,0.0076278616,-6.099587,33.569202,-1.0223278,0.012313207,0.0,0.0,0.0,0.0,0.0,0.0,1018.2669,965.12305,-201.0,2114.6711,1296.3585,-201.0,3072.426,1091.0541,-201.0
0.044252772,-2.8137586,6.8890724,-0.044521805,-0.0020679513,0.0066509875,-3.8728545,28.156416,0.15283291,-4.0495644,0.0,0.0,0.0,0.0,0.0,0.0,834.2399,1084.0956,-201.0,2107.7869,888.06104,-201.0,2839.2195,708.3352,-201.0
0.03845484,-3.8736248,9.058788,-0.031416427,-0.0005314443,0.004604668,-1.4196619,22.728363,0.7435133,-5.6725197,0.0,0.0,0.0,0.0,0.0,0.0,761.9033,997.3076,-201.0,2067.075,770.064,-201.0,2771.0593,361.03247,-201.0
0.03394845,-5.6732807,11.444711,-0.035331737,-0.004037006,0.0037575539,2.27362,18.315516,1.6428633,-6.924147,0.0,0.0,0.0,0.0,0.0,0.0,716.4659,910.8841,-201.0,1935.1367,587.8304,-201.0,2786.827,296.62808,-201.0
0.03160135,-9.217888,15.486951,-0.03170645,-0.0027505932,0.003917584,5.6385517,14.6562605,2.600496,-5.806385,0.0,0.0,0.0,0.0,0.0,0.0,662.674,918.74286,-201.0,1741.6185,1066.0585,-201.0,2561.0928,620.9671,-201.0
0.029892499,-11.995183,17.929945,-0.047039002,-0.003994635,0.004068272,9.464961,14.774821,4.7304688,-8.038631,0.0,0.0,0.0,0.0,0.0,0.0,660.7244,1065.3942,-201.0,1946.5375,1040.8945,-201.0,2622.2717,549.7875,-201.0
0.028784519,-12.678146,19.389715,-0.040578622,-0.0029093383,0.0047059734,10.350165,13.438897,6.175739,-6.334366,0.0,0.0,0.0,0.0,0.0,0.0,654.30316,1038.9344,-201.0,1937.5557,944.25684,-201.0,2614.5264,523.71655,-201.0
0.027502628,-12.374822,18.644625,-0.04190753,-0.0026278377,0.003798928,11.205726,11.745482,6.6216836,-4.292605,0.0,0.0,0.0,0.0,0.0,0.0,649.72894,1037.96,-201.0,1849.4645,835.4183,-201.0,2654.5825,323.62204,-201.0
0.02636765,-11.551403,19.357985,-0.02639546,-0.005183852,0.0032750415,11.518593,8.829024,5.7249084,-1.1029223,0.0,0.0,0.0,0.0,0.0,0.0,562.7439,1089.7875,-201.0,1362.2902,1644.7057,-201.0,2404.3147,538.51605,-201.0
0.025218733,-11.502757,18.813353,-0.0066183642,-0.0022475466,0.0026207326,13.133204,9.091447,7.570087,0.9739986,0.0,0.0,0.0,0.0,0.0,0.0,720.62286,1204.854,-201.0,1556.1486,1635.7178,-201.0,2579.7097,628.9349,-201.0
0.023461573,-9.317981,16.166534,0.027307259,0.0004092194,0.002473555,12.407594,8.974347,8.155413,3.1520493,0.0,0.0,0.0,0.0,0.0,0.0,959.7741,1137.1232,-201.0,1872.9205,1421.3546,-201.0,2991.0334,677.4024,-201.0
0.023062088,-8.247715,14.399907,0.040184155,-0.00021176755,0.0025406238,12.577872,7.5753436,7.588801,2.91506,0.0,0.0,0.0,0.0,0.0,0.0,894.948,1017.3411,-201.0,1964.476,731.42413,-201.0,3035.5361,707.78094,-201.0
0.022721047,-9.779493,15.294486,0.029643795,-0.0022803368,0.0022565213,13.044818,8.883915,7.493958,5.7997456,0.0,0.0,0.0,0.0,0.0,0.0,795.509,1286.6874,-201.0,1911.111,764.2116,-201.0,3131.3577,780.27423,-201.0
0.023595067,-12.427999,18.499777,0.009271787,-0.004829193,0.0022264333,14.713028,10.644686,8.949883,8.480007,0.0,0.0,0.0,0.0,0.0,0.0,514.32153,1488.7379,-201.0,1635.2133,937.8382,-201.0,2669.9285,931.64044,-201.0
0.023072323,-13.318925,18.5305,0.019723376,-0.0069542364,0.0025212164,15.728761,13.696503,12.025639,7.8675704,0.0,0.0,0.0,0.0,0.0,0.0,492.6285,1562.9027,-201.0,1741.0244,863.3006,-201.0,2611.582,1557.2115,-201.0
0.022903277,-12.804417,18.78293,0.023234451,-0.0045683086,0.002371725,15.934911,13.692113,11.376302,7.203089,0.0,0.0,0.0,0.0,0.0,0.0,640.9646,1245.6244,-201.0,1846.024,788.80304,-201.0,2638.8396,1340.2666,-201.0
0.022457933,-12.998565,20.241005,0.033606887,-0.00032574186,0.002730657,16.373856,14.694982,12.571613,6.389713,0.0,0.0,0.0,0.0,0.0,0.0,897.4787,1130.2416,-201.0,2078.2395,769.31915,-201.0,2978.0703,1208.0172,-201.0
0.022951314,-14.312991,23.350296,0.020451581,0.0022461424,0.0027998786,17.134539,15.154103,8.934045,8.041426,0.0,0.0,0.0,0.0,0.0,0.0,910.3631,1114.2438,-201.0,2015.639,822.6614,-201.0,3221.7888,445.9431,-201.0
0.023420533,-14.051257,23.852346,-0.0032784857,0.0041210116,0.0028864434,16.473541,12.758125,9.315472,10.782623,0.0,0.0,0.0,0.0,0.0,0.0,934.52374,1127.1366,-201.0,2028.3097,954.8823,-201.0,3180.7754,540.1108,-201.0
0.023052873,-12.775593,22.553366,-0.012469635,0.0066889357,0.0028085413,15.599915,10.417266,7.941732,11.026523,0.0,0.0,0.0,0.0,0.0,0.0,949.7629,1085.721,-201.0,2113.4692,972.51807,-201.0,3188.0215,601.0845,-201.0
0.022381635,-10.872249,19.52764,-0.0014942599,0.008740275,0.0023630608,14.515216,8.173219,8.709617,8.730789,0.0,0.0,0.0,0.0,0.0,0.0,939.2591,1106.5511,-201.0,2015.1469,1081.382,-201.0,2975.9912,632.50446,-201.0
0.02128929,-9.180241,17.085287,0.033329356,0.010084136,0.0021970312,13.817693,7.863941,8.2551365,7.35977,0.0,0.0,0.0,0.0,0.0,0.0,585.39294,1377.4076,-201.0,1692.597,1064.7319,-201.0,2656.7585,773.3597,-201.0
0.021079585,-7.5564117,13.789398,0.060040344,0.0021388812,0.001748081,12.902538,6.3267703,5.4591827,0.93004304,0.0,0.0,0.0,0.0,0.0,0.0,335.3715,1397.7373,-201.0,1396.2744,968.3586,-201.0,2446.0227,694.1961,-201.0
0.021040747,-7.5257506,13.139508,0.0555865,0.0018669381,0.0016221716,12.999835,6.5968766,6.7835164,0.0022004445,0.0,0.0,0.0,0.0,0.0,0.0,461.04337,1552.2871,-201.0,1714.6377,899.1823,-201.0,2577.4656,1015.30176,-201.0
0.022336127,-10.494197,17.77984,0.03799721,-0.0027554194,0.0024595414,15.445666,10.142743,6.538586,-0.71622753,0.0,0.0,0.0,0.0,0.0,0.0,811.3506,1334.127,-201.0,2052.9404,883.53766,-201.0,2880.6545,889.9395,-201.0
0.02382716,-12.286423,20.125757,0.026550114,-0.0012932484,0.0032065657,17.94368,12.964702,7.32591,0.8790817,0.0,0.0,0.0,0.0,0.0,0.0,1005.2705,1411.027,-201.0,2281.6807,1013.8172,-201.0,3044.0713,896.9224,-201.0
0.025035208,-13.188992,21.289474,0.059145883,-0.0053082346,0.003542275,18.70228,13.914861,5.3145175,-0.6128259,0.0,0.0,0.0,0.0,0.0,0.0,882.34424,1286.893,-201.0,2123.1443,1546.348,-201.0,2834.7507,754.4634,-201.0
0.023589939,-10.236793,16.32325,0.08430918,-0.006474944,0.0028846797,16.528341,10.161816,3.0586157,-2.446697,0.0,0.0,0.0,0.0,0.0,0.0,617.5286,1367.3026,-201.0,1799.6718,1632.6835,-201.0,2508.903,843.62616,-201.0
0.023705304,-9.493733,15.063397,0.093758486,-0.00622697,0.0023789576,16.129526,8.038493,3.8516083,-3.6697567,0.0,0.0,0.0,0.0,0.0,0.0,370.5471,1540.6768,-201.0,1435.7861,1718.8154,-201.0,2204.4685,823.0467,-201.0
0.02184677,-6.7807603,12.528053,0.068557926,-0.002206999,0.002163254,12.812467,5.989527,5.7565155,-0.2522467,0.0,0.0,0.0,0.0,0.0,0.0,396.39905,1406.9542,-201.0,1359.0421,1141.7262,-201.0,2338.8079,811.6667,-201.0
0.02097706,-5.0084834,10.690048,0.06879737,0.00020193309,0.0016681845,9.193649,6.2189293,7.2938895,-1.4526567,0.0,0.0,0.0,0.0,0.0,0.0,666.0162,1210.7917,-201.0,1659.1133,984.3807,-201.0,2674.6035,652.63715,-201.0
0.019912047,-3.336502,8.37733,0.066532195,-0.0002001517,0.0014011272,6.3525424,5.1778865,6.129296,-0.59773093,0.0,0.0,0.0,0.0,0.0,0.0,1057.5277,1001.97955,-201.0,1989.1637,1011.7341,-201.0,3067.2676,583.08435,-201.0
0.021698713,-4.013062,8.767665,0.06857624,-0.00031466456,0.0012687411,7.891088,5.0278144,6.9366775,-1.0627391,0.0,0.0,0.0,0.0,0.0,0.0,1036.7588,1120.5509,-201.0,2025.6533,1097.7694,-201.0,2936.3845,761.9136,-201.0
0.025084674,-7.4931827,14.369915,0.036169607,-0.002616909,0.002211923,12.027682,5.967481,8.888409,0.68103766,0.0,0.0,0.0,0.0,0.0,0.0,783.0839,1253.5463,-201.0,1743.6066,1157.9579,-201.0,2651.5742,990.55914,-201.0
0.025333889,-8.665661,18.253801,0.021710023,-0.0005107303,0.0031806503,14.034469,6.9493217,7.423616,1.9615062,0.0,0.0,0.0,0.0,0.0,0.0,473.16357,1362.7595,-201.0,1528.4467,1103.4216,-201.0,2440.134,2007.1006,-201.0
0.02407786,-8.745124,19.402718,0.020347135,-0.0009916801,0.0030354487,14.831704,7.0418487,3.0501173,1.1314156,0.0,0.0,0.0,0.0,0.0,0.0,489.9174,1455.7094,-201.0,1410.9935,1310.242,-201.0,2532.812,2019.4688,-201.0
0.021195829,-6.672856,16.381325,0.0433688,0.00085671846,0.002185345,13.061086,5.211397,0.6720243,1.1840934,0.0,0.0,0.0,0.0,0.0,0.0,538.47485,1404.0952,-201.0,1553.5045,1459.8356,-201.0,2399.1477,2240.3083,-201.0
0.020919004,-6.27828,15.258412,0.056843292,0.0029877378,0.0013046627,12.228742,4.670765,3.6012676,4.24596,0.0,0.0,0.0,0.0,0.0,0.0,692.15717,1256.6755,-201.0,1783.9508,1339.4716,-201.0,2481.8872,1474.941,-201.0
0.021373613,-5.984394,14.092795,0.061101105,0.00066758756,0.0013686352,11.210208,3.788065,4.4930396,4.718702,0.0,0.0,0.0,0.0,0.0,0.0,661.12134,1104.2296,-201.0,1840.1636,1053.3578,-201.0,2493.8552,1256.8799,-201.0
0.021437088,-4.904568,11.169187,0.06592259,-0.002804213,0.0013767187,9.834551,2.9491255,4.57925,-0.08452257,0.0,0.0,0.0,0.0,0.0,0.0,568.6137,1194.3309,-201.0,1735.0884,880.35645,-201.0,2618.03,995.52386,-201.0
0.021846727,-4.874018,8.934672,0.063928664,-0.008696747,0.0014438719,9.382255,3.021946,4.881787,-4.606825,0.0,0.0,0.0,0.0,0.0,0.0,834.22626,1201.2723,-201.0,1685.608,1695.4434,-201.0,2645.0896,1096.5171,-201.0
0.022030836,-5.203384,9.865639,0.060911056,-0.0052219317,0.0015077364,9.519697,3.0159643,6.385107,-3.928171,0.0,0.0,0.0,0.0,0.0,0.0,866.3929,1209.5834,-201.0,1655.7411,1826.2368,-201.0,2633.3167,982.9121,-201.0
0.022391811,-7.1616454,12.647515,0.036054544,-0.0023193937,0.0015284064,11.985474,4.872293,7.0331726,1.398819,0.0,0.0,0.0,0.0,0.0,0.0,924.8343,1113.9344,-201.0,1625.914,1837.4728,-201.0,2667.6526,825.0893,-201.0
0.022019466,-9.140111,17.426416,0.01763822,-0.0020498633,0.0016349661,13.127418,6.74229,8.0752535,5.6847205,0.0,0.0,0.0,0.0,0.0,0.0,460.32812,1117.0316,-201.0,1409.1068,882.61896,-201.0,2491.921,514.98584,-201.0
0.022027612,-10.859723,19.788946,-0.00915048,-0.0006562083,0.001613795,13.634644,8.348096,7.9820075,7.7014537,0.0,0.0,0.0,0.0,0.0,0.0,463.08203,1110.1644,-201.0,1421.4712,884.5914,-201.0,2542.3518,516.4206,-201.0
0.028822422,-10.200404,18.643835,-0.022446178,-0.0030338906,0.0038561001,12.55793,8.7281275,16.528488,7.210158,0.0,0.0,0.0,0.0,0.0,0.0,418.2955,1257.675,-201.0,1439.6538,896.5146,-201.0,2425.1233,585.07697,-201.0
0.0436862,-6.0129075,12.376846,-0.03531002,0.00063805655,0.0075378804,10.597028,3.7232304,26.967628,3.4004753,0.0,0.0,0.0,0.0,0.0,0.0,312.39786,1444.1279,-201.0,1381.9789,820.85474,-201.0,2376.9038,489.25113,-201.0
0.06027341,-3.4767177,6.9377475,-0.031678073,-0.0012145466,0.01153164,11.267201,1.4263552,39.549587,0.5224302,0.0,0.0,0.0,0.0,0.0,0.0,233.98955,1472.396,-201.0,1328.1405,548.9611,-201.0,2338.5188,306.86612,-201.0
0.07103287,-5.681577,7.68388,-0.012330267,-0.0019416023,0.014624859,16.76742,2.0090134,37.48981,-4.488086,0.0,0.0,0.0,0.0,0.0,0.0,248.12402,1315.2858,-135.09135,1292.0935,485.3629,-134.96931,2485.956,223.9668,-139.58743
0.080606066,-9.519993,10.464421,0.0136914635,-0.0074594184,0.01555372,25.094904,4.0922194,27.174593,-8.632357,14.142799,0.0,0.0,-7.05778,1.9628894,14.601832,361.00516,1138.6896,-135.09135,1337.6471,648.54877,-134.96931,2608.9216,625.40656,-139.58743
0.10636228,-9.852944,12.10333,0.031377036,-0.008532468,0.022553936,31.046759,-0.62036705,15.560555,-13.132504,0.0,0.0,0.0,0.0,0.0,0.0,429.93555,1119.1239,-135.09135,1411.8691,806.43994,-134.96931,2788.5037,760.8816,-139.58743
0.15605673,-7.2944283,13.941406,0.024141634,-0.0059895236,0.042797953,33.50877,-9.709767,8.620423,-16.946503,0.0,0.0,0.0,0.0,0.0,0.0,461.3893,1067.3983,-201.0,1429.0463,867.9804,-201.0,2742.913,996.96124,-201.0
0.21063162,-5.3157544,14.222885,0.00781911,-0.0042224266,0.05963342,32.07076,-16.985983,7.9236927,-22.136278,0.0,0.0,0.0,0.0,0.0,0.0,464.14682,984.68085,-201.0,1413.7148,826.3118,-201.0,2650.8896,694.80817,-201.0
0.2770578,-4.110905,15.35114,0.012509194,-0.002098831,0.08842069,29.57395,-19.221336,4.1705656,-22.438475,0.0,0.0,0.0,0.0,0.0,0.0,454.7904,855.9318,-201.0,1368.4443,784.37915,-201.0,2503.5288,759.54047,-201.0
0.35848966,-2.2737284,16.104641,0.013930481,0.00051741535,0.11908764,26.406107,-19.165827,1.293046,-17.388807,0.0,0.0,0.0,0.0,0.0,0.0,458.58984,847.0877,-201.0,1372.3223,779.95996,-201.0,2607.9998,742.0673,-201.0
0.4189863,-0.8092408,16.311516,0.01429085,0.0029973658,0.15328093,23.45418,-16.34507,-3.2419834,-8.325635,0.0,0.0,0.0,0.0,0.0,0.0,466.2841,839.4058,-138.56148,1378.4525,770.79913,-136.32994,2607.087,730.7417,-138.82872
0.4391826,-0.9301651,15.734822,-0.003664483,0.0042085075,0.15508498,20.598894,-13.798867,-2.2995203,-3.4406662,23.159157,0.0,0.0,-2.198347,5.864968,14.5848,475.18576,867.8826,-76.83465,1363.7687,810.0195,-73.895424,2563.2783,667.0892,-80.835686
0.47147322,-1.5162717,12.748296,0.012549974,0.005247952,0.16076772,18.936113,-12.903801,-1.7937113,-4.5640054,23.767412,0.0,0.0,-0.76585007,7.083126,16.638983,460.94116,911.82916,-16.102722,1326.7067,838.6241,-16.367586,2423.5295,514.77106,-23.846395
0.5169272,-2.4886296,12.046834,0.013788131,0.0034761652,0.16996689,17.899527,-10.16956,0.7737004,-8.044081,24.819588,0.0,0.0,0.6912834,8.28574,20.871132,468.42847,958.32965,-17.872982,1299.5103,936.7674,-21.770796,2395.6353,456.98117,-29.796509
0.60490084,-5.894968,15.710827,0.0014594384,-0.00014581515,0.36229026,21.801977,-6.4136376,5.273191,-7.741293,24.304695,0.0,0.0,1.0355648,8.114734,25.180534,430.2937,1074.792,-15.261868,1257.8398,923.6276,-20.715002,2365.7195,446.04532,-32.10446
0.7414296,-10.138207,22.193693,-0.01423281,-0.0068853037,0.6961024,27.888834,-0.23816061,10.145621,-7.5764127,23.590525,0.0,0.0,1.4626236,6.1265054,27.055374,404.77698,1167.312,-10.172661,1216.827,911.0796,-12.940146,2356.3154,429.32642,-30.878325
1.0215284,-13.387158,28.669167,-0.00045294315,-0.013225421,1.1649456,37.77667,2.4407651,9.542039,-11.321152,22.84823,0.0,3.8877468,3.0986764,3.6790848,26.741165,382.3099,1244.3629,-3.7714055,1217.9274,879.7522,-4.5829616,2428.424,669.585,-26.38012
1.491396,-12.18882,28.637596,0.022545382,-0.018724537,1.4580275,42.999104,-1.6636043,8.340673,-20.178133,22.818117,0.059924237,3.7857542,4.873547,4.154037,24.513062,394.86032,1219.8397,0.3361106,1229.3279,914.1844,1.5053805,2454.6663,769.95166,-19.421144
1.9483639,-9.503129,24.276556,0.04710487,-0.021618003,1.570252,44.30308,-7.65795,7.233692,-27.497602,22.802727,0.0679406,3.1589394,5.462523,5.122164,23.37706,400.9463,1230.0433,2.6582043,1240.9036,951.19995,5.754374,2468.7249,869.02954,-15.157935
2.4449236,-6.6798725,19.288597,0.054444898,-0.021428414,1.5586033,40.779964,-13.607247,8.137839,-31.640322,22.771769,0.051481042,2.0771854,5.109487,6.4987144,23.483963,389.93228,1218.9161,3.5095413,1221.1515,936.928,7.2424755,2416.6704,724.2549,-13.854919
2.8315403,-5.371092,16.078148,0.059643794,-0.022411665,1.4965311,37.707428,-12.015262,6.209102,-33.951176,22.694693,0.030426798,1.7193493,4.581651,8.1145315,25.165628,380.25497,1212.9429,3.873469,1207.3651,905.5092,6.982035,2432.9727,645.1385,-14.398892
3.1324022,-5.4621253,16.469467,0.05308041,-0.02642796,1.4575554,35.76715,-8.136439,4.156344,-34.328823,22.564356,0.003738771,1.4128089,4.478233,9.808925,28.37702,380.5812,1167.8478,5.363172,1199.391,867.06573,6.226549,2432.387,552.85535,-15.678418
3.1340475,-7.027382,18.553785,0.068169475,-0.03260019,1.6190802,36.88941,-5.090877,5.3100038,-35.49308,22.433935,0.004105318,1.3227061,4.9065423,11.274093,33.08206,379.78293,1170.9556,7.3380413,1189.6332,862.6203,4.28687,2455.3838,485.13632,-18.570654
2.8746722,-9.727187,22.442505,0.0805118,-0.0362031,1.9277855,39.664722,-1.3656234,6.783016,-37.27049,22.341766,0.0069252127,0.70864135,5.5433297,12.021369,36.300354,376.37997,1171.1328,8.609922,1176.6083,845.86847,0.71869135,2474.6096,438.15564,-21.239567
2.5413132,-12.736493,25.306458,0.079233326,-0.03498507,2.0298522,43.038143,0.8820608,10.281915,-37.011597,22.307785,0.010049242,0.86396235,5.9538994,11.757117,38.550888,371.36203,1182.6323,9.750325,1166.2157,842.9382,-2.1370316,2459.424,438.62924,-23.262398
2.2395976,-16.619253,28.26967,0.06588776,-0.03601018,1.7277956,45.731842,4.480482,15.432637,-35.919727,22.290644,0.00826787,0.87657815,6.0525184,10.618106,38.46262,367.97806,1227.308,10.888196,1151.0521,880.75336,-2.8066502,2443.9602,450.94946,-22.905228
2.1399443,-18.080816,28.033163,0.05896372,-0.029561082,1.3596786,47.298397,3.569198,19.00379,-34.84161,22.281687,0.0071459855,0.7771416,6.119107,9.173131,38.26632,364.0889,1274.6543,11.878266,1152.4274,921.1038,-1.6830245,2430.6257,542.6484,-22.291735
2.1119611,-18.220848,27.921402,0.06185484,-0.033800226,1.2322105,48.133484,3.3049374,22.089508,-39.9688,22.313314,0.005503589,0.28728572,6.017117,7.8441696,37.23061,359.10062,1304.8223,11.81792,1148.2399,931.95966,-0.45725504,2458.6746,547.71545,-21.413315
2.1312456,-16.551702,26.524729,0.062304232,-0.028548026,1.1901985,48.7468,0.80594844,20.635418,-40.216106,22.374266,0.007366763,0.33005074,5.714504,6.964804,36.095673,354.64706,1319.2897,11.193993,1161.2952,927.6211,1.4966758,2465.1907,644.4306,-20.495184
2.0643444,-15.923486,28.409739,0.0613571,-0.035186935,1.1132472,49.88327,1.5217319,19.649374,-41.855297,22.432037,0.0060072634,0.39108458,5.3862834,6.5769944,34.505077,355.75626,1310.2665,10.019562,1160.4521,911.48364,3.9533598,2480.6262,611.1183,-19.284403
2.1051996,-15.492932,27.080198,0.07931622,-0.03410038,1.268607,50.025543,0.5716142,18.068804,-41.12224,22.442759,0.0047969264,0.40794885,5.391808,6.5412583,32.443897,361.34067,1290.5801,8.879087,1163.1499,914.24677,6.561045,2448.8289,632.99884,-17.551237
2.3192098,-14.086579,26.232826,0.081490844,-0.036909234,1.7706417,49.494904,0.051488,16.723413,-46.17691,22.431139,0.006783539,0.68437576,5.8024287,6.638228,29.348959,369.89844,1218.5541,7.993647,1167.3431,866.30304,7.7968826,2473.5613,565.2442,-14.893468
2.6549354,-12.305962,23.868834,0.09677432,-0.037824452,1.9393154,47.94902,-2.5001972,16.373602,-51.09703,22.423132,0.0060084164,0.8956783,6.262506,6.7513733,26.996965,374.4419,1171.0199,7.8587737,1170.8783,837.54834,7.8210125,2496.0227,481.65726,-12.780723
2.9080818,-10.725627,22.0821,0.08297788,-0.036253247,1.8208095,46.161884,-3.7853851,15.672463,-54.655293,22.41662,0.00595988,0.87311536,6.4126225,6.856466,25.498024,377.11923,1123.1841,8.20782,1177.0068,792.7082,6.7733893,2562.9158,346.7145,-11.350192
3.0238822,-9.905236,20.175104,0.09599674,-0.03390356,1.3077785,44.95162,-6.062094,16.928125,-54.521534,22.397661,0.001932968,0.49400356,6.337122,6.9349256,25.877274,376.7361,1104.6104,8.593843,1179.4648,776.2746,5.8375516,2577.2053,255.04553,-11.719387
3.0383422,-9.927307,19.291616,0.09084549,-0.030357951,1.1487111,44.044605,-7.4032464,18.213198,-51.42201,22.360601,0.0029498786,0.24104176,6.2787876,6.884896,26.108322,375.34976,1106.8987,8.718962,1184.2592,778.78906,5.4130406,2576.7415,252.84145,-11.932504
